Estampa de tiempo;KPH;1DIAG;2DIAG;2AXI;3DIAG;4DIAG;Falla
23/04/2019 16:35;3600;0;0;0;0;0;OK
23/04/2019 16:36;3600;0;0;0;0;0;OK
23/04/2019 16:36;3600;0;0;0;0;0;OK
23/04/2019 16:36;3600;0;0;0;0;0;OK
23/04/2019 16:36;3600;0;0;0;0;0;OK
23/04/2019 16:37;3600;0;0;0;0;0;OK
23/04/2019 16:37;3600;0;0;0;0;0;OK
23/04/2019 16:37;3600;0;0;0;0;0;OK
23/04/2019 16:37;3600;0;0;0;0;0;OK
23/04/2019 16:38;3600;0;0;0;0;0;OK
23/04/2019 16:38;3600;0;0;0;0;0;OK
23/04/2019 16:38;3600;0;0;0;0;0;OK
23/04/2019 16:38;3600;0;0;0;0;0;OK
23/04/2019 16:39;3600;0;0;0;0;0;OK
23/04/2019 16:39;3600;0;0;0;0;0;OK
23/04/2019 16:39;3600;0;0;0;0;0;OK
23/04/2019 16:39;3600;0;0;0;0;0;OK
23/04/2019 16:40;3600;0;0;0;0;0;OK
23/04/2019 16:40;3600;0;0;0;0;0;OK
23/04/2019 16:40;3600;0;0;0;0;0;OK
23/04/2019 16:41;3600;0;0;0;0;0;OK
23/04/2019 16:41;3600;0;0;0;0;0;OK
23/04/2019 16:41;3600;0;0;0;0;0;OK
23/04/2019 16:41;3600;0;0;0;0;0;OK
23/04/2019 16:42;3600;0;0;0;0;0;OK
23/04/2019 16:42;3600;0;0;0;0;0;OK
23/04/2019 16:42;3600;0;0;0;0;0;OK
23/04/2019 16:43;3600;0;0;0;0;0;OK
23/04/2019 16:43;3600;0;0;0;0;0;OK
23/04/2019 16:43;3600;0;0;0;0;0;OK
23/04/2019 16:43;3600;0;0;0;0;0;OK
23/04/2019 16:44;3600;0;0;0;0;0;OK
23/04/2019 16:44;3600;0;0;0;0;0;OK
23/04/2019 16:44;3600;0;0;0;0;0;OK
23/04/2019 16:44;3600;0;0;0;0;0;OK
23/04/2019 16:45;3600;0;0;0;0;0;OK
23/04/2019 16:45;3600;0;0;0;0;0;OK
23/04/2019 16:45;3600;0;0;0;0;0;OK
23/04/2019 16:45;3600;0;0;0;0;0;OK
23/04/2019 17:15;3600;0;0;0;0;0;OK
23/04/2019 17:45;3600;0;0;0;0;0;OK
23/04/2019 18:15;3600;0;0;0;0;0;OK
23/04/2019 18:45;3600;0;0;0;0;0;OK
23/04/2019 19:15;3600;0;0;0;0;0;OK
23/04/2019 19:45;3600;0;0;0;0;0;OK
23/04/2019 20:15;3600;0;0;0;0;0;OK
23/04/2019 20:45;3600;0;0;0;0;0;OK
23/04/2019 21:15;3600;0;0;0;0;0;OK
23/04/2019 21:45;3600;0;0;0;0;0;OK
23/04/2019 22:16;3600;0;0;0;0;0;OK
23/04/2019 22:46;3600;0;0;0;0;0;OK
23/04/2019 23:16;3600;0;0;0;0;0;OK
23/04/2019 23:46;3600;0;0;0;0;0;OK
24/04/2019 0:16;3600;0;0;0;0;0;OK
24/04/2019 0:46;3600;0;0;0;0;0;OK
24/04/2019 1:16;3600;0;0;0;0;0;OK
24/04/2019 1:46;3600;0;0;0;0;0;OK
24/04/2019 2:16;3600;0;0;0;0;0;OK
24/04/2019 2:46;3600;0;0;0;0;0;OK
24/04/2019 3:16;3600;0;0;0;0;0;OK
24/04/2019 3:46;3600;0;0;0;0;0;OK
24/04/2019 4:16;3600;0;0;0;0;0;OK
24/04/2019 4:45;3600;0;0;0;0;0;OK
